agent,chain,job_id,global_iter,loss,val,rew,entropy_coef,abc,sr
alice,0,28375510,58,0.0105,0.6367,2.0078,0.9449,,
alice,0,28375510,59,0.0136,0.6392,1.8887,0.9439,,
alice,0,28375510,60,0.0097,0.582,1.916,0.943,,
alice,0,28375510,61,0.0073,0.618,1.9199,0.9421,,
alice,0,28375510,62,0.0159,0.6239,1.9961,0.9411,,
alice,0,28375510,63,0.0133,0.5972,1.9121,0.9402,,
alice,0,28375510,64,0.0073,0.6,1.9805,0.9392,,
alice,0,28375510,65,0.0072,0.5829,1.9512,0.9383,,
alice,0,28375510,66,0.0123,0.6013,1.9082,0.9373,,
alice,0,28375510,67,0.0108,0.5566,1.9766,0.9364,,
alice,0,28375510,68,0.0094,0.5538,1.8438,0.9354,,
alice,0,28375510,69,0.0047,0.6907,2.1699,0.9345,,
alice,0,28375510,70,0.0067,0.5271,1.7832,0.9335,,
alice,0,28375510,71,0.0106,0.5912,1.9102,0.9325,,
alice,0,28375510,72,0.0116,0.5847,2.1836,0.9316,,
alice,0,28375510,73,0.0108,0.6021,2.0957,0.9306,,
alice,0,28375510,74,0.0105,0.5624,1.7207,0.9297,,
alice,0,28375510,75,0.0213,0.5712,1.8262,0.9287,,
alice,0,28375510,76,0.0137,0.6237,2.0801,0.9278,,
alice,0,28375510,77,0.0128,0.5477,1.8203,0.9268,,
alice,0,28375510,78,0.0131,0.6156,1.9609,0.9259,,
alice,0,28375510,79,0.0145,0.6718,2.1562,0.925,,
alice,0,28375510,80,0.0093,0.6695,2.2793,0.924,,
alice,0,28375510,81,0.0074,0.6025,2.0508,0.9231,,
alice,0,28375510,82,0.0097,0.5951,2.0801,0.9221,,
alice,0,28375510,83,0.0052,0.5945,1.9883,0.9212,,
alice,0,28375510,84,0.0085,0.6055,2.0176,0.9202,,
alice,0,28375510,85,0.0084,0.5721,2.0703,0.9193,,
alice,0,28375510,86,0.0077,0.629,2.0996,0.9183,,
alice,0,28375510,87,0.0103,0.5283,1.873,0.9173,,
alice,0,28375510,88,0.0047,0.5863,2.0195,0.9164,,
alice,0,28375510,89,0.0067,0.5346,2.0527,0.9154,,
alice,0,28375510,90,0.0077,0.6262,2.1758,0.9145,,
alice,0,28375510,91,0.0098,0.5266,1.8105,0.9135,,
alice,0,28375510,92,0.0052,0.5746,1.9512,0.9126,,
alice,0,28375510,93,0.0085,0.6324,2.1289,0.9116,,
alice,0,28375510,94,0.0093,0.5589,2.0469,0.9107,,
alice,0,28375510,95,0.0131,0.6138,2.1797,0.9098,,
alice,0,28375510,96,0.011,0.5071,1.9102,0.9088,,
alice,0,28375510,97,0.0103,0.5128,1.9375,0.9079,,
alice,0,28375510,98,0.0133,0.5648,1.9688,0.9069,,
alice,0,28375510,99,0.0085,0.5533,1.957,0.906,,
alice,0,28375510,100,0.0108,0.5898,2.0625,0.905,,
alice,0,28375510,101,0.0109,0.6148,2.043,0.9041,,
alice,0,28375510,102,0.009,0.5692,2.1094,0.9031,,
alice,0,28375510,103,0.0082,0.5986,2.248,0.9022,,
alice,0,28375510,104,0.0098,0.5599,2.0664,0.9012,,
alice,0,28375510,105,0.0078,0.6016,2.1172,0.9002,,
alice,0,28375510,106,0.0078,0.5121,1.7754,0.8993,,
alice,0,28375510,107,0.0157,0.6022,2.0137,0.8983,,
alice,0,28375510,108,0.0103,0.6345,2.1348,0.8974,,
alice,0,28375510,109,0.0075,0.5625,2.0215,0.8964,,
alice,0,28375510,110,0.01,0.6695,2.2812,0.8955,,
alice,0,28375510,111,0.0095,0.5374,1.9609,0.8945,,
alice,0,28375510,112,0.0052,0.5691,2.0996,0.8936,,
alice,0,28375510,113,0.0092,0.544,2.0488,0.8926,,
alice,0,28375510,114,0.0064,0.5782,1.9922,0.8917,,
alice,0,28375510,115,0.0073,0.5455,1.9121,0.8908,,
alice,0,28375510,116,0.0057,0.4738,1.7734,0.8898,,
alice,0,28375510,117,0.0093,0.5913,2.0098,0.8889,,
alice,0,28375510,118,0.0053,0.59,2.0039,0.8879,,
alice,0,28375510,119,0.0114,0.4847,1.9375,0.887,,
alice,0,28375510,120,0.0064,0.5662,2.1738,0.886,,
alice,0,28375510,121,0.0101,0.5092,2.0586,0.8851,,
alice,0,28375510,122,0.0065,0.528,2.0098,0.8841,,
alice,0,28375510,123,0.0062,0.5992,2.1973,0.8831,,
alice,0,28375510,124,0.0081,0.5568,1.9512,0.8822,,
alice,0,28375510,125,0.0063,0.5632,2.0137,0.8812,,
alice,0,28375510,126,0.0059,0.5462,2.0547,0.8803,,
alice,0,28375510,127,0.0034,0.5844,2.1758,0.8793,,
bob,0,28375510,40,-0.0018,0.0857,0.0005,,-1.0137,0.057
bob,0,28375510,41,-0.0022,0.0746,0.0006,,-1.0126,0.0541
bob,0,28375510,42,0.0024,0.1539,0.0011,,-1.0198,0.1159
bob,0,28375510,43,-0.001,0.1194,0.0009,,-1.0147,0.0893
bob,0,28375510,44,-0.0009,0.1384,0.001,,-1.0108,0.1111
bob,0,28375510,45,-0.0017,0.1265,0.001,,-1.0152,0.0914
bob,0,28375510,46,0.0001,0.1218,0.0008,,-1.0143,0.0864
bob,0,28375510,47,0.0022,0.1453,0.0011,,-1.0267,0.1105
bob,0,28375510,48,-0.0023,0.1173,0.0009,,-1.0306,0.0865
bob,0,28375510,49,-0.0015,0.1018,0.0007,,-1.0417,0.0702
bob,0,28375510,50,-0.0032,0.0971,0.0007,,-1.0337,0.071
bob,0,28375510,51,-0.0013,0.1187,0.0009,,-1.0234,0.0833
bob,0,28375510,52,-0.0013,0.1177,0.0009,,-1.0592,0.0984
bob,0,28375510,53,0.0008,0.0985,0.0007,,-1.0146,0.0682
bob,0,28375510,54,0.0012,0.1284,0.0008,,-1.023,0.0814
bob,0,28375510,55,0.0018,0.1577,0.0012,,-1.0234,0.1214
bob,0,28375510,56,0.0007,0.1706,0.0012,,-1.0367,0.1129
bob,0,28375510,57,-0.0015,0.1278,0.0009,,-1.0556,0.0904
bob,0,28375510,58,-0.0055,0.1159,0.0008,,-1.0267,0.0707
bob,0,28375510,59,-0.0077,0.0923,0.0005,,-1.0449,0.0625
bob,0,28375510,60,-0.0022,0.1386,0.001,,-1.0372,0.0973
bob,0,28375510,61,0.0013,0.1708,0.0012,,-1.0452,0.1158
bob,0,28375510,62,-0.0032,0.1543,0.001,,-1.0289,0.0977
bob,0,28375510,63,-0.0008,0.1521,0.001,,-1.0485,0.104
bob,0,28375510,64,-0.0048,0.1106,0.0008,,-1.0477,0.0819
bob,0,28375510,65,-0.0063,0.1523,0.001,,-1.0375,0.0914
bob,0,28375510,66,-0.0017,0.1358,0.0008,,-1.0369,0.0982
bob,0,28375510,67,-0.0009,0.1742,0.0012,,-1.0435,0.1124
bob,0,28375510,68,-0.0035,0.1565,0.001,,-1.0494,0.1024
bob,0,28375510,69,-0.0062,0.1183,0.0009,,-1.0471,0.0761
bob,0,28375510,70,0.0021,0.2043,0.0013,,-1.0532,0.1285
bob,0,28375510,71,0.0026,0.1703,0.001,,-1.0445,0.1132
bob,0,28375510,72,0.0002,0.1446,0.001,,-1.0416,0.1038
bob,0,28375510,73,0.004,0.2074,0.0014,,-1.0249,0.1381
bob,0,28375510,74,-0.0037,0.1455,0.001,,-1.0438,0.1016
bob,0,28375510,75,-0.0035,0.1294,0.0008,,-1.0532,0.0806
bob,0,28375510,76,-0.0005,0.1834,0.0012,,-1.0279,0.1229
bob,0,28375510,77,-0.0055,0.1448,0.001,,-1.034,0.0923
bob,0,28375510,78,-0.0018,0.1402,0.0009,,-1.0374,0.0955
bob,0,28375510,79,0.0003,0.1409,0.0009,,-1.0264,0.0857
bob,0,28375510,80,0.0008,0.1735,0.0012,,-1.0431,0.1042
bob,0,28375510,81,-0.0003,0.1234,0.0008,,-1.0264,0.0828
bob,0,28375510,82,0.0056,0.1747,0.0012,,-1.0372,0.1192
bob,0,28375510,83,-0.0035,0.1567,0.001,,-1.0243,0.1061
bob,0,28375510,84,-0.0022,0.16,0.0011,,-1.0365,0.1036
bob,0,28375510,85,-0.0036,0.0997,0.0006,,-1.0558,0.0578
bob,0,28375510,86,-0.0032,0.1189,0.0008,,-1.0322,0.0757
bob,0,28375510,87,0.0007,0.0987,0.0006,,-1.0381,0.067
bob,0,28375510,88,0.0025,0.1687,0.0011,,-1.0378,0.1029
bob,0,28375510,89,-0.0043,0.1211,0.0008,,-1.0407,0.082
bob,0,28375510,90,-0.0036,0.107,0.0006,,-1.0484,0.0601
bob,0,28375510,91,0.0035,0.1929,0.0013,,-1.0444,0.1271
bob,0,28375510,92,-0.0006,0.1415,0.0011,,-1.0431,0.09
bob,0,28375510,93,0.0011,0.1272,0.0009,,-1.0519,0.095
bob,0,28375510,94,-0.0055,0.1516,0.0009,,-1.0723,0.0958
bob,0,28375510,95,0.0034,0.2275,0.0016,,-1.0427,0.1585
bob,0,28375510,96,-0.0009,0.1132,0.0007,,-1.0486,0.0899
bob,0,28375510,97,-0.0012,0.1442,0.0009,,-1.0566,0.082
bob,0,28375510,98,0.0034,0.1794,0.0012,,-1.0478,0.12
bob,0,28375510,99,0.0016,0.1104,0.0008,,-1.0156,0.0743
bob,0,28375510,100,-0.0005,0.2202,0.0018,,-1.0681,0.1515
bob,0,28375510,101,0.0024,0.1899,0.0014,,-1.0395,0.125
bob,0,28375510,102,0.0049,0.1479,0.0011,,-1.0488,0.0896
bob,0,28375510,103,0.0,0.1262,0.0008,,-1.0471,0.0718
bob,0,28375510,104,-0.0002,0.1205,0.0008,,-1.0395,0.073
bob,0,28375510,105,0.0044,0.1343,0.0009,,-1.0466,0.0867
bob,0,28375510,106,0.0015,0.1576,0.0011,,-1.038,0.1027
bob,0,28375510,107,0.0045,0.1388,0.0009,,-1.0431,0.0913
bob,0,28375510,108,-0.0012,0.1834,0.0012,,-1.0544,0.1146
bob,0,28375510,109,0.0081,0.1335,0.001,,-1.032,0.0863
bob,0,28375510,110,0.004,0.1525,0.0012,,-1.0527,0.1186
bob,0,28375510,111,0.0074,0.2378,0.0016,,-1.0581,0.1523
bob,0,28375510,112,0.0016,0.1423,0.0008,,-1.0423,0.0983
bob,0,28375510,113,0.0008,0.1876,0.0014,,-1.0517,0.1224
bob,0,28375510,114,-0.0,0.1768,0.0013,,-1.043,0.1133
bob,0,28375510,115,-0.0003,0.1372,0.001,,-1.0556,0.0995
bob,0,28375510,116,0.0049,0.1839,0.0012,,-1.0469,0.1029
bob,0,28375510,117,0.001,0.1755,0.0013,,-1.0391,0.1514
bob,0,28375510,118,0.0038,0.126,0.0009,,-1.0325,0.0806
bob,0,28375510,119,0.0018,0.1769,0.0012,,-1.0424,0.123
bob,0,28375510,120,0.0058,0.1812,0.0013,,-1.0838,0.1244
bob,0,28375510,121,-0.0013,0.1234,0.0009,,-1.0527,0.0989
bob,0,28375510,122,0.0048,0.1716,0.0012,,-1.075,0.1033
bob,0,28375510,123,-0.0004,0.1656,0.0012,,-1.061,0.1005
bob,0,28375510,124,-0.0018,0.0994,0.0006,,-1.0586,0.0663
bob,0,28375510,125,0.0012,0.1519,0.0011,,-1.0513,0.1223
bob,0,28375510,126,-0.0047,0.1927,0.0011,,-1.0483,0.1105
bob,0,28375510,127,-0.0029,0.1664,0.0011,,-1.0477,0.1207
bob,0,28375510,128,-0.002,0.1475,0.001,,-1.0348,0.0931
bob,0,28375510,129,0.0015,0.1944,0.0014,,-1.039,0.1244
bob,0,28375510,130,-0.0012,0.203,0.0016,,-1.0536,0.137
bob,0,28375510,131,0.0005,0.1883,0.0013,,-1.0561,0.1137
bob,0,28375510,132,-0.0007,0.1331,0.0011,,-1.0435,0.1036
bob,0,28375510,133,-0.0058,0.1498,0.0009,,-1.0471,0.0923
bob,0,28375510,134,0.0038,0.151,0.0011,,-1.0418,0.0978
bob,0,28375510,135,-0.0028,0.2049,0.0013,,-1.0494,0.1429
bob,0,28375510,136,0.0038,0.1839,0.0011,,-1.0578,0.107
bob,0,28375510,137,0.0079,0.1546,0.0011,,-1.0447,0.1154
bob,0,28375510,138,0.0,0.1628,0.0011,,-1.0601,0.1022
bob,0,28375510,139,0.0077,0.1878,0.0015,,-1.0516,0.128
bob,0,28375510,140,0.0051,0.1398,0.0011,,-1.0588,0.1158
bob,0,28375510,141,0.0055,0.1365,0.001,,-1.0638,0.0918
bob,0,28375510,142,0.0007,0.1775,0.0012,,-1.0669,0.1186
bob,0,28375510,143,-0.0032,0.1803,0.0014,,-1.07,0.1355
bob,0,28375510,144,0.0014,0.2075,0.0015,,-1.061,0.1263
bob,0,28375510,145,-0.0041,0.1881,0.0013,,-1.0516,0.1192
bob,0,28375510,146,0.008,0.2583,0.0021,,-1.0692,0.1651
bob,0,28375510,147,0.006,0.1322,0.0009,,-1.0617,0.0914
